1961,33976258.333333336
1866,1050000.0
1590,500000000.0
1831,10000000.0
1986,34027544.23255814
1867,53250000.0
1832,800000000.0
2009,19868296.010785397
1859,91500000.0
1863,25700000.0
1960,42226162.0
1962,11438266.916666666
1875,9000000.0
1944,5000000.0
1921,49127555.55555555
1937,51691058.90909091
1945,20654032.75
1838,7850000.0
1847,26900000.0
1841,5800000000.0
1860,8152019.5
1766,1950000.0
1973,39755425.48387097
1992,45529172.06938776
1853,350000.0
1890,41666666.666666664
1933,146406767.33333334
1789,10000000.0
2001,34461614.041328415
1940,27211018.5
1882,228155014.0
1979,28570673.556962024
1907,17136459.714285713
1964,22019553.411764707
2103,72000.0
1943,130227147.6
1818,16000000.0
1952,23182598.333333332
1851,112380000.0
1925,23951569.0
1922,48245312.5
1900,205620000.0
1821,2033333.3333333333
2016,4724549.547956631
1823,1179997.0
2008,22964033.608181205
2015,6390580.011751744
1791,1800000.0
1849,500000000.0
1976,66134236.930232555
1930,79463879.8
1916,50465206.333333336
1826,5745000.0
1928,127913875.27272727
1850,5566666.666666667
1888,23745196.666666668
1903,2000000.0
1904,16745218.5
1920,30248168.57142857
1942,244033335.33333334
1636,91200000.0
1929,234476644.33333334
1895,240854663.25
2013,8127617.981855112
1927,188557915.66666666
2011,13411845.946662137
1956,14102250.538461538
1858,10000000.0
2006,27562262.895141702
1981,30836659.742857143
1898,14656428.57142857
1886,35116666.666666664
1915,260000000.0
1931,68201403.16666667
1848,10125000.0
1836,41366666.666666664
1881,9698951.5
1949,447599186.71428573
1872,9000000.0
1978,49163582.71111111
1905,13540000.0
1984,48480070.416666664
1839,114554594.0
1908,5364002.6
1868,1200000.0
1982,44740196.57317073
1970,120587534.9090909
1842,15000000.0
1917,300000000.0
1932,33962960.0
1690,2481040.0
1934,29537523.333333332
1804,2000000.0
1870,12700000.0
1989,48850573.8051282
1793,500000.0
1835,8040210.0
1856,1416666.6666666667
1897,5270750.0
1994,45800451.154285714
1947,23867760.375
1583,3619691.0
1879,36050000.0
1820,1720731.5
1974,24053738.55882353
1889,6345000.0
1910,116433432.4
1869,6080000.0
1880,1837500.0
1837,2280000.0
1871,1949500.0
2002,37100247.64037123
1899,171995388.5
1891,3425007.4
1951,179616571.8
1884,191506349.2
1939,15828190.5
1919,572253560.9166666
1957,14731925.777777778
2004,42407654.09277108
1887,94178571.42857143
1975,52003880.80555555
1862,20098817.0
1874,2700000.0
1946,73030721.08333333
1914,10500000.0
1883,339583333.3333333
1938,7876666.666666667
1968,64208245.137931034
1977,43354086.071428575
1785,3000000.0
1965,71161480.27777778
1988,215991269.48251748
1941,102435683.33333333
1948,23786773.6
1864,6724560.0
1912,17768395.777777776
1885,25460000.0
1749,4200000.0
1969,66916304.61111111
2007,31503609.27119808
1983,290986140.2773109
1781,57800000.0
1955,30043967.727272727
1998,47907516.60198183
1953,978802856.7142857
1959,55351584.0
1972,13756753.780487806
1913,50575389.5
1495,1408691.0
2005,29940720.092871487
1918,7564244.0
1993,123595639.49201278
1966,59080696.28571428
1954,127440041.9
1816,15625000.0
2017,9127526.696531791
1997,41015150.99096045
2014,7590499.901524689
1971,186719683.1875
1857,312750000.0
1876,47900000.0
1909,107402693.66666667
2003,37620877.73489933
1902,42632059.7
1967,180606074.33333334
1980,71602265.55128205
1795,6150000.0
1894,5987758.0
2012,13514010.228946617
1999,40317896.62893377
1764,11500000.0
1813,25000000.0
1911,18649166.666666668
1923,333391666.6666667
1996,41857730.95195954
1865,237414285.7142857
1991,65556074.2293578
1843,4909982.0
1861,73000000.0
1873,28087500.0
2010,16913387.433045357
1906,474400000.0
1647,1600000.0
1995,37494156.97633136
2000,39413186.9898374
1935,20665505.5
1819,229925000.0
1807,3624.0
1846,350000.0
1854,2719010.3333333335
1787,11700000.0
1926,4104536.0
1896,766975000.0
1845,2705000.0
1834,29900000.0
1892,11249285.714285715
1936,13210382.0
1987,29669333.46202532
1592,106006568.0
1990,39831227.665
1878,1325000.0
1901,276450000.0
1893,6950000.0
1802,9000000.0
1963,33718822.294117644
1924,83483277.0
1815,1000000.0
1958,13798069.333333334
1817,92700000.0
1855,3450000.0
1950,118670161.81818181
1985,59695418.823529415
