2004,0.08795180722891566
2007,0.1263302437349811
2005,0.09588353413654618
1994,0.05714285714285714
1998,0.11312964492155243
2010,0.09157667386609071
2002,0.09667440061871617
2009,0.09292035398230089
2017,0.002890173410404624
2013,0.034664861205145565
1999,0.11836542977923908
1991,0.04128440366972477
1996,0.0695322376738306
2015,0.013404333455747338
1992,0.044897959183673466
2000,0.10975609756097561
2001,0.07527675276752767
2016,0.007089241034195163
2006,0.10809716599190283
2003,0.09664429530201342
2011,0.08101222826086957
2014,0.02322003077353476
1995,0.05128205128205128
1990,0.13333333333333333
2012,0.04724521838424208
1993,0.051118210862619806
1997,0.08813559322033898
2008,0.10480054090601758
